      1.5739455852146610E-03    5.2122987527032955E-02    8.5129983158506770E-10    7.3677348198808461E+07    5.8951970176194575E-05
      1.5968391509250449E-03    5.4272926063561627E-02    9.2565844128511252E-10    7.3463826921719104E+07    6.4101256454353903E-05
      1.6200657112166008E-03    5.6508161018351044E-02    1.0064518050226904E-09    7.3246539370101959E+07    6.9696145343999116E-05
      1.6436301096070438E-03    5.8831860516865224E-02    1.0942301323200088E-09    7.3025433681293875E+07    7.5774738503488854E-05
      1.6675372600646770E-03    6.1247299660390518E-02    1.1895900119107201E-09    7.2800461601933718E+07    8.2378349321982666E-05
      1.6917921480331182E-03    6.3757863692927630E-02    1.2931782589204027E-09    7.2571578486870393E+07    8.9551769334234675E-05
      1.7163998314709326E-03    6.6367051200872121E-02    1.4056960741327667E-09    7.2338743245964676E+07    9.7343556247124512E-05
      1.7413654419063864E-03    6.9078477350282122E-02    1.5279035406964694E-09    7.2101918256901175E+07    1.0580634533373529E-04
      1.7666941855075436E-03    7.1895877126543675E-02    1.6606244839812599E-09    7.1861069218472093E+07    1.1499718597529077E-04
      1.7923913441679267E-03    7.4823108510126260E-02    1.8047517215836251E-09    7.1616164899511218E+07    1.2497790522069673E-04
      1.8184622766079673E-03    7.7864155602463486E-02    1.9612527339993678E-09    7.1367176830622733E+07    1.3581550047699883E-04
      1.8449124194924822E-03    8.1023131695864184E-02    2.1311757873951646E-09    7.1114078957977265E+07    1.4758256350740651E-04
      1.8717472885643974E-03    8.4304282243635217E-02    2.3156565445752999E-09    7.0856847243990034E+07    1.6035773823652120E-04
      1.8989724797949684E-03    8.7711987741781697E-02    2.5159251975023601E-09    7.0595459252419665E+07    1.7422621467284358E-04
      1.9265936705507262E-03    9.1250766443984360E-02    2.7333141631423904E-09    7.0329893677742004E+07    1.8928026184114052E-04
      1.9546166207773997E-03    9.4925276873475128E-02    2.9692663800314217E-09    7.0060129825672030E+07    2.0561980231438351E-04
      1.9830471742010576E-03    9.8740320220230271E-02    3.2253442549084538E-09    6.9786147142416149E+07    2.2335303176237450E-04
      2.0118912595467218E-03    1.0270083855087300E-01    3.5032391676921837E-09    6.9507922045521006E+07    2.4259707716531970E-04
      2.0411548917747052E-03    1.0681193758968881E-01    3.8047825757758083E-09    6.9225441519139484E+07    2.6347876577915974E-04
      2.0708441733349298E-03    1.1107889658492562E-01    4.1319576238634451E-09    6.8938705360409468E+07    2.8613542910933457E-04
      2.1009652954395055E-03    1.1550715324736610E-01    4.4869107612731024E-09    6.8647712808241472E+07    3.1071570740160136E-04
      2.1315245393537866E-03    1.2010230947872436E-01    4.8719649859880966E-09    6.8352464103627071E+07    3.3738046678414538E-04
      2.1625282777062381E-03    1.2487013706276343E-01    5.2896341409885146E-09    6.8052961677715063E+07    3.6630378927941196E-04
      2.1939829758173416E-03    1.2981658378829394E-01    5.7426383663173786E-09    6.7749211271921426E+07    3.9767404284982952E-04
      2.2258951930478298E-03    1.3494777996412294E-01    6.2339207988026397E-09    6.7441222949492246E+07    4.3169503784290248E-04
      2.2582715841665347E-03    1.4027004570236151E-01    6.7666656397370300E-09    6.7129012169567049E+07    4.6858727816651322E-04
      2.2911189007381290E-03    1.4578989917259833E-01    7.3443177140395436E-09    6.6812600957817048E+07    5.0858931574837530E-04
      2.3244439925310563E-03    1.5151406603993969E-01    7.9706036620422749E-09    6.6492019193073586E+07    5.5195921805375049E-04
      2.3582538089459352E-03    1.5744949044293272E-01    8.6495549245488876E-09    6.6167306073003672E+07    5.9897615978608289E-04
