      1.5739455852146610E-03    3.8090725639047501E-02    6.2212335905190781E-10    5.3842340763714783E+07    4.3081645676417832E-05
      1.5968391509250449E-03    3.9764538939101868E-02    6.7821528183773520E-10    5.3825275659966335E+07    4.6965975540595742E-05
      1.6200657112166008E-03    4.1511449235615380E-02    7.3935646163903105E-10    5.3807626118979156E+07    5.1199963231480379E-05
      1.6436301096070438E-03    4.3334609529509620E-02    8.0600033316160913E-10    5.3789369000064120E+07    5.5815008813141087E-05
      1.6675372600646770E-03    4.5237305384812278E-02    8.7864090348295725E-10    5.3770480199174620E+07    6.0845321960498929E-05
      1.6917921480331182E-03    4.7222960194951459E-02    9.5781636274707325E-10    5.3750934609034464E+07    6.6328171997640339E-05
      1.7163998314709326E-03    4.9295140630083521E-02    1.0441130131051703E-09    5.3730706077633731E+07    7.2304159974454193E-05
      1.7413654419063864E-03    5.1457562269020589E-02    1.1381695440101079E-09    5.3709767365119293E+07    7.8817514728043311E-05
      1.7666941855075436E-03    5.3714095419045482E-02    1.2406816838557134E-09    5.3688090098987296E+07    8.5916415005779520E-05
      1.7923913441679267E-03    5.6068771126610864E-02    1.3524072607098112E-09    5.3665644727562688E+07    9.3653339917837062E-05
      1.8184622766079673E-03    5.8525787381651595E-02    1.4741717075811267E-09    5.3642400471696027E+07    1.0208545017341312E-04
      1.8449124194924822E-03    6.1089515517687397E-02    1.6068740499802634E-09    5.3618325274524242E+07    1.1127500271550514E-04
      1.8717472885643974E-03    6.3764506809953325E-02    1.7514934192841821E-09    5.3593385749539450E+07    1.2128980176724530E-04
      1.8989724797949684E-03    6.6555499272410959E-02    1.9090961340387779E-09    5.3567547126421481E+07    1.3220368920758579E-04
      1.9265936705507262E-03    6.9467424655054497E-02    2.0808434013854041E-09    5.3540773195101619E+07    1.4409707789017178E-04
      1.9546166207773997E-03    7.2505415641250154E-02    2.2679996889989833E-09    5.3513026247593179E+07    1.5705753139471414E-04
      1.9830471742010576E-03    7.5674813244818478E-02    2.4719418263431579E-09    5.3484267017758921E+07    1.7118039428310150E-04
      2.0118912595467218E-03    7.8981174405509627E-02    2.6941688971666980E-09    5.3454454618913092E+07    1.8656947714846479E-04
      2.0411548917747052E-03    8.2430279780265250E-02    2.9363129890761485E-09    5.3423546479002759E+07    2.0333780101622443E-04
      2.0708441733349298E-03    8.6028141727744381E-02    3.2001508763221632E-09    5.3391498273825832E+07    2.2160840636958987E-04
      2.1009652954395055E-03    8.9781012480592198E-02    3.4876167093978791E-09    5.3358263857492253E+07    2.4151523189615067E-04
      2.1315245393537866E-03    9.3695392500767818E-02    3.8008158013326430E-09    5.3323795190786794E+07    2.6320406917992075E-04
      2.1625282777062381E-03    9.7778039010118084E-02    4.1420395994567683E-09    5.3288042266928323E+07    2.8683359948649545E-04
      2.1939829758173416E-03    1.0203597468773309E-01    4.5137819428948931E-09    5.3250953034853801E+07    3.1257651958409343E-04
      2.2258951930478298E-03    1.0647649652351455E-01    4.9187567125407871E-09    5.3212473319918588E+07    3.4062076399305093E-04
      2.2582715841665347E-03    1.1110718481573727E-01    5.3599169897513477E-09    5.3172546742075399E+07    3.7117083171315699E-04
      2.2911189007381290E-03    1.1593591229773696E-01    5.8404758470103980E-09    5.3131114631328478E+07    4.0444922596385616E-04
      2.3244439925310563E-03    1.2097085337719422E-01    6.3639289062468295E-09    5.3088115940591663E+07    4.4069801633338690E-04
      2.3582538089459352E-03    1.2622049346818853E-01    6.9340788080433377E-09    5.3043487155788191E+07    4.8018053325587411E-04
      2.3925554004647445E-03    1.3169363839415754E-01    7.5550617492967653E-09    5.2997162203343779E+07    5.2318320572737641E-04
      2.4273559201210856E-03    1.3739942383573225E-01    8.2313762542161754E-09    5.2949072354816735E+07    5.7001755367914477E-04
      2.4626626249918274E-03    1.4334732479505100E-01    8.9679143606689950E-09    5.2899146128856294E+07    6.2102234761219569E-04
