      1.5739455852146610E-03    6.1993875023328947E-02    1.0125260451391589E-09    8.7630132749360472E+07    7.0116782596472616E-05
      1.5968391509250449E-03    6.4724623146582894E-02    1.1039294276463174E-09    8.7611242976754218E+07    7.6446408516323233E-05
      1.6200657112166008E-03    6.7575014192091415E-02    1.2035725803223024E-09    8.7591523918975025E+07    8.3346633263084127E-05
      1.6436301096070438E-03    7.0550231966429691E-02    1.3121967095597235E-09    8.7570939290411979E+07    9.0868784906526179E-05
      1.6675372600646770E-03    7.3655679605202570E-02    1.4306094763614486E-09    8.7549451234511286E+07    9.9068793455780104E-05
      1.6917921480331182E-03    7.6896988371832162E-02    1.5596909244884648E-09    8.7527020257572174E+07    1.0800760137979348E-04
      1.7163998314709326E-03    8.0280026764458598E-02    1.7003999326119038E-09    8.7503605159678578E+07    1.1775161041474183E-04
      1.7413654419063864E-03    8.3810909937602096E-02    1.8537812369033515E-09    8.7479162962945819E+07    1.2837316787392674E-04
      1.7666941855075436E-03    8.7496009444649914E-02    2.0209730736356215E-09    8.7453648836849391E+07    1.3995109589300339E-04
      1.7923913441679267E-03    9.1341963306916213E-02    2.2032154959399390E-09    8.7427016020697296E+07    1.5257126736010888E-04
      1.8184622766079673E-03    9.5355686414527713E-02    2.4018594233369017E-09    8.7399215743060768E+07    1.6632723259010754E-04
      1.8449124194924822E-03    9.9544381263460949E-02    2.6183764865335025E-09    8.7370197137840003E+07    1.8132090107050329E-04
      1.8717472885643974E-03    1.0391554903361225E-01    2.8543697394635966E-09    8.7339907157632411E+07    1.9766328326340738E-04
      1.8989724797949684E-03    1.0847700100971232E-01    3.1115853084071686E-09    8.7308290483058169E+07    2.1547529729961496E-04
      1.9265936705507262E-03    1.1323687034895501E-01    3.3919250645597113E-09    8.7275289429278284E+07    2.3488864654594909E-04
      1.9546166207773997E-03    1.1820362419549034E-01    3.6974604036118265E-09    8.7240843848568469E+07    2.5604677383235622E-04
      1.9830471742010576E-03    1.2338607614261905E-01    4.0304472297941430E-09    8.7204891029409856E+07    2.7910589908745621E-04
      2.0118912595467218E-03    1.2879339904154757E-01    4.3933422470941467E-09    8.7167365591890231E+07    3.0423614749491363E-04
      2.0411548917747052E-03    1.3443513815344540E-01    4.7888206669132468E-09    8.7128199378879353E+07    3.3162277573739137E-04
      2.0708441733349298E-03    1.4032122464229765E-01    5.2197954584612535E-09    8.7087321343989849E+07    3.6146750507408566E-04
      2.1009652954395055E-03    1.4646198940011970E-01    5.6894382642391661E-09    8.7044657434601545E+07    3.9398996972456435E-04
      2.1315245393537866E-03    1.5286817719878656E-01    6.2012021298165146E-09    8.7000130471411973E+07    4.2942929089134551E-04
      2.1625282777062381E-03    1.5955096115665648E-01    6.7588461955488056E-09    8.6953660023445636E+07    4.6804578664557599E-04
